Domain	Supergroup	Division	Class	Order	Family	Genus	Last	Size.min	Size.max	Cover	Shape	Spicule	Symmetry	Polarity	Colony	Motility	Plast	Ingestion.mode	Biotic.interaction	Resting.stage	Suspected.trophism	Source.1	Source.2	Source.3	Source.4	IN.OUT
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	NA	Pezizomycetes	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycotina_X	Alatospora	Alatospora	10	25	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Duarte S., Bärlocher F., Pascoal C., Cássio F. : Biogeography of aquatic hyphomycetes: Current knowledge and future perspectives, Fungal Ecology, 2016, 19, 169-181, doi: 10.1016/j.funeco.2015.06.002"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycotina_X	Ceuthospora	Ceuthospora	10	14	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	http://www.ascofrance.com/forum/56680/ceuthospora-cf-mahoniae	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycotina_X	Dictyocatenulata	Dictyocatenulata	7	14	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Diederich P. : Cheiromycina ananas is a synonym of Dictyocatenulata alba, a widespread, lichenized, synnematous hyphomycete herewith reported as new for Europe, Contributions in Honour of Volkmar WIRTH, 2008, 11, 205-214"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycotina_X	NA	Pezizomycotina	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Acremonium	Acremonium	1	8	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	https://inspq.qc.ca/moisissures/fiches/acremonium-spp	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Chaetomium	Chaetomium	7	11	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	https://inspq.qc.ca/moisissures/fiches/chaetomium-spp	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Chaetosphaeria	Chaetosphaeria	4	17	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Martina R., Keith S. : A new species of Chaetosphaeria with Menispora ciliata and phialophora-like anamorphs, Fungal Diversity, 2008, 29, 101-107"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Discosia	Discosia	3	17	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Wu W., Sutton B. : A reassessment of some Discosia species, Mycological Research, 1996, 100(3), 287-290, doi: 10.1016/s0953-7562(96)80155-9"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Fusarium	Fusarium	17.5	27.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Parasite	Resting stage	Heterotroph	https://inspq.qc.ca/moisissures/fiches/fusarium-spp	"Santos A., Trindade J., Lima C., Barbosa R., Da Costa A., Tiago P., De Oliveira N. : Morphology, phylogeny, and sexual stage of Fusarium caatingaense and Fusarium pernambucanum, new species of the Fusarium incarnatum-equiseti species complex associated with insects in Brazil, Mycologia, 2019, 111(2), 244-259, doi: 10.1080/00275514.2019.1573047"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Gibberella	Gibberella	7	50	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Desjardins A. : GIBBERELLA FROM A (VENACEAE) TO Z (EAE), Annual Review of Phytopathology, 2003, 41(1), 177-198, doi: 10.1146/annurev.phyto.41.011703.115501"	"Pitt J. : Mycotoxins: Fumonisins, Encyclopedia of Food Safety, 2014, 299-303, doi: 10.1016/b978-0-12-378612-8.00192-x"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Lecanicillium	Lecanicillium	3	10	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Lu L., Cheng B., Du D., Hu X., Peng A., Pu Z., Zhang X., Huang Z., Chen G. : Morphological, molecular and virulence characterization of three Lencanicillium species infecting Asian citrus psyllids in Huangyan citrus groves, Journal of Invertebrate Pathology, 2015, 125, 45-55, doi: 10.1016/j.jip.2015.01.002"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Lecythophora	Lecythophora	3	7	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Perdomo H., García D., Gené J., Cano J., Sutton D., Summerbell R., Guarro J. : Phialemoniopsis, a new genus of Sordariomycetes, and new species ofPhialemoniumandLecythophora, Mycologia, 2013, 105(2), 398-421, doi: 10.3852/12-137"	"Damm U., Fourie P., Crous P. : Coniochaeta (Lecythophora), Collophora gen. nov. and Phaeomoniella species associated with wood necroses of Prunus trees, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2010, 24(1), 60-80, doi: 10.3767/003158510x500705"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Melanospora	Melanospora	2	12	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Biotrophic	Parasite	Resting stage	Heterotroph	"Marin-Felix Y., Guarro J., Cano-Lira J., García D., Miller A., Stchigel A. : Melanospora (Sordariomycetes, Ascomycota) and its relatives, MycoKeys, 2018, 44, 81-122, doi: 10.3897/mycokeys.44.29742"	"Jordan E., Barnett H. : Nutrition and Parasitism of Melanospora Zamiae, Mycologia, 1978, 70(2), 300-312, doi: 10.1080/00275514.1978.12020230"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Microascus	Microascus	2	5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Sandoval-Denis M., Gené J., Sutton D., Cano-Lira J., De Hoog G., Decock C., Wiederhold N., Guarro J. : Redefining Microascus, Scopulariopsis and allied genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2016, 36(1), 1-36, doi: 10.3767/003158516x688027"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiocordyceps	Ophiocordyceps	3.5	4.2	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Parasite	Resting stage	Heterotroph	"Evans H., Elliot S., Hughes D. : Hidden Diversity Behind the Zombie-Ant Fungus Ophiocordyceps unilateralis: Four New Species Described from Carpenter Ants in Minas Gerais, Brazil, PLoS ONE, 2011, 6(3), e17024, doi: 10.1371/journal.pone.0017024"	"Pérez-Villamares J., Burrola-Aguilar C., Aguilar-Miguel X., Sanjuan T., Jiménez-Sánchez E. : Nuevos registros de hongos entomopatógenos del género Cordyceps s. l. (Ascomycota: Hypocreales) del Estado de México, Revista Mexicana de Biodiversidad, 2017, 88(4), 773-783, doi: 10.1016/j.rmb.2017.10.013"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiognomonia	Ophiognomonia	9	17	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Nair V., Kostichka C., Kuntz J. : Sirococcus Clavigignenti-Juglandacearum: An Undescribed Species Causing Canker on Butternut, Mycologia, 1979, 71(3), 641-646, doi: 10.1080/00275514.1979.12021049"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiostoma	Ophiostoma	3.5	4.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Linnakoski R., De Beer Z., Rousi M., Solheim H., Wingfield M. : Ophiostoma denticiliatum sp. nov. and other Ophiostoma species associated with the birch bark beetle in southern Norway, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2009, 23(1), 9-15, doi: 10.3767/003158509x468038"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Plectosphaerella	Plectosphaerella	3.5	5.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Parasite	Resting stage	Heterotroph	"Zhang Z., Chen W., Zou X., Han Y., Huang J., Liang Z., Deshmukh S. : Phylogeny and taxonomy of two new Plectosphaerella (Plectosphaerellaceae, Glomerellales) species from China, MycoKeys, 2019, 57, 47-60, doi: 10.3897/mycokeys.57.36628"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Purpureocillium	Purpureocillium	2.5	3	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	https://www.adelaide.edu.au/mycology/fungal-descriptions-and-antifungal-susceptibility/hyphomycetes-conidial-moulds/purpureocillium	"Baron N., Souza Pollo A., Rigobelo E. : Purpureocillium lilacinum and Metarhizium marquandii as plant growth-promoting fungi, PeerJ, 2020, 8, e9005, doi: 10.7717/peerj.9005"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sarocladium	Sarocladium	3	7	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Ebrahimi L., Fotouhifar K. : Identification of some fungi accompanying the scab symptoms in Iran, Mycologia Iranica, 2016, 3(1), 25-37, doi: 10.22043/mi.2017.48716.1077"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Simplicillium	Simplicillium	2	4.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Wei D., Wanasinghe D., Hyde K., Mortimer P., Xu J., Xiao Y., Bhunjun C., To-Anun C. : The genus Simplicillium, MycoKeys, 2019, 60, 69-92, doi: 10.3897/mycokeys.60.38040"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordaria	Sordaria	10	28	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Kück U., Pöggeler S., Nowrousian M., Nolting N., Engh I. : Sordaria macrospora, a Model System for Fungal Development, Physiology and Genetics, 2009, 17-39, doi: 10.1007/978-3-642-00286-1_2"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Thozetella	Thozetella	1.7	2.8	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Perera R. : New species of Thozetella and Chaetosphaeria and new records of Chaetosphaeria and Tainosphaeria from Thailand, Mycosphere, 2016, 7(9), 1301-1321, doi: 10.5943/mycosphere/7/9/5"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Trichoderma	Trichoderma	1	5.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Biotrophic	Parasite	Resting stage	Heterotroph	"Li J., Wu Y., Chen K., Wang Y., Hu J., Wei Y., Yang H. : Trichoderma cyanodichotomus sp. nov., a new soil-inhabiting species with a potential for biological control, Canadian Journal of Microbiology, 2018, 64(12), 1020-1029, doi: 10.1139/cjm-2018-0224"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Coniochaeta	Coniochaeta	5	10	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	https://www.mycodb.fr/fiche.php?genre=Coniochaeta&espece=velutina	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Pleurotheciella	Pleurotheciella	2	5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Abdel-Aziz FA., Bahkali AH., Elgorban AM., Abdel-Wahab MA. : Pleurotheciella nilotica sp. nov. (Pleurotheciales, Ascomycota) from freshwater habitats in Egypt, Nova Hedwigia, 2020, 110(1-2), 91-98, doi: 10.1127/nova_hedwigia/2020/0570"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	NA	Sordariomycetes	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida	2.5	12	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Parasite	Resting stage	Heterotroph	"Suh S., Blackwell M. : Four new yeasts in theCandida mesentericaclade associated with basidiocarp-feeding beetles, Mycologia, 2005, 97(1), 167-177, doi: 10.1080/15572536.2006.11832850"	"Suh S., Nguyen N., Blackwell M. : Yeasts isolated from plant-associated beetles and other insects: seven novelCandidaspecies nearCandida albicans, FEMS Yeast Research, 2008, 8(1), 88-102, doi: 10.1111/j.1567-1364.2007.00320.x"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Debaryomyces	Debaryomyces	2.5	12	Organic	Round	No spicule	Spherical	Isopolar	No colony	Attached	No plast	Osmotrophic or no ingestion	No	Resting stage	Heterotroph	"Breuer U., Harms H. : Debaryomyces hansenii — an extremophilic yeast with biotechnological potential, Yeast, 2006, 23(6), 415-437, doi: 10.1002/yea.1374"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Galactomyces	Galactomyces	5	10	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Heterotroph	"De Hoog G., Smith M. : Galactomyces Redhead &amp; Malloch (1977), The Yeasts, 2011, null, 413-420, doi: 10.1016/b978-0-444-52149-1.00031-8"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Hanseniaspora	Hanseniaspora	3	18	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Heterotroph	"Cadez N., Smith M. : Hanseniaspora Zikes (1912), The Yeasts, 2011, 421-434, doi: 10.1016/b978-0-444-52149-1.00032-x"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Pichia	Pichia	4.5	320	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Yarrow D. : Pichia onychis sp.n., Antonie van Leeuwenhoek, 1965, 31(1), 465-467, doi: 10.1007/bf02045923"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Saccharomyces	Saccharomyces	2.5	11	Organic	Round	No spicule	Spherical	Isopolar	No colony	Attached	No plast	Osmotrophic or no ingestion	No	Resting stage	Heterotroph	"James S., Cai J., Roberts I., Collins M. : A Phylogenetic Analysis of the Genus Saccharomyces Based on 18S rRNA Gene Sequences: Description of Saccharomyces kunashirensis sp. nov. and Saccharomyces martiniae sp. nov., International Journal of Systematic Bacteriology, 1997, 47(2), 453-460, doi: 10.1099/00207713-47-2-453"	"Vaughan-Martini A. : Saccharomyces barnetti andSaccharomyces spencerorum: two new species ofSaccharomyces sensu lato (van der Walt), Antonie van Leeuwenhoek, 1995, 68(2), 111-118, doi: 10.1007/bf00873098"	"Wang S., Bai F. : Saccharomyces arboricolus sp. nov., a yeast species from tree bark, INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY, 2008, 58(2), 510-514, doi: 10.1099/ijs.0.65331-0"	"Wyder M. T., Meile L., Teuber M. : Description of Saccharomyces turicensis sp. nov., a new species from kefyr., Systematic and Applied Microbiology, 1999, 22(3), 420-5, doi: 10.1016/S0723-2020(99)80051-4, doi: 10.1016/S0723-2020(99)80051-4"	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Zygoascus	Zygoascus	2	10	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	No	Resting stage	Heterotroph	"Smith M. : Zygoascus hellenicus gen. nov., sp. nov., the teleomorph of Candida hellenica (= C. inositophila = C. steatolytica), Antonie van Leeuwenhoek, 1986, 52(1), 25-37, doi: 10.1007/bf00402684"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Taphrinomycotina	Taphrinomycetes	Protomyces	Protomyces	2	10	Organic	Round	No spicule	Spherical	Isopolar	No colony	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Kurtzman C. : Protomyces Unger (1833), The Yeasts, 2011, 725-731, doi: 10.1016/b978-0-444-52149-1.00060-4"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Taphrinomycotina	Taphrinomycetes	Taphrina	Taphrina	4	6.5	Organic	Round	No spicule	Spherical	Isopolar	No colony	Attached	No plast	Osmotrophic or no ingestion	Endophyte	Resting stage	Saprotroph	"Fonseca Á., Rodrigues M. : Taphrina, The Yeasts, 2011, 823-858, doi: 10.1016/b978-0-444-52149-1.00073-2"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Taphrinomycotina	Taphrinomycetes	Taphrinomycetes_X	Taphrinomycetes	NA	NA	Organic	Round	No spicule	Spherical	Isopolar	NA	Attached	No plast	Osmotrophic or no ingestion	NA	NA	NA	"Fonseca Á., Rodrigues M. : Taphrina, The Yeasts, 2011, 823-858, doi: 10.1016/b978-0-444-52149-1.00073-2"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricus	Agaricus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Auricularia	Auricularia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Baeospora	Baeospora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletellus	Boletellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Ceratobasidium	Ceratobasidium	7.5	9.3	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Uchida J., Aragaki M., Yahata P. : Basidiospore Formation byCeratobasidiumSp. on Agar, Mycologia, 1986, 78(4), 587-592, doi: 10.1080/00275514.1986.12025293"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Clitocybula	Clitocybula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Coprinopsis	Coprinopsis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Coriolopsis	Coriolopsis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cortinarius	Cortinarius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cystofilobasidium	Cystofilobasidium	2	25	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Libkind D., Gadanho M., Van Broock M., Sampaio J. : Cystofilobasidium lacus-mascardii sp. nov., a basidiomycetous yeast species isolated from aquatic environments of the Patagonian Andes, and Cystofilobasidium macerans sp. nov., the sexual stage of Cryptococcus macerans, INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY, 2009, 59(3), 622-630, doi: 10.1099/ijs.0.004390-0"	NA	NA	NA	Yes
